overview,genres
"A woman walks into the life of a debt collector, who works for a loan shark, claiming to be his mother. He tries to turn over a new leaf moved by her affection, but can he do so after having ruined the lives of so many people?",['Action']
"While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended.",['Horror'|'Sci-Fi'|'Thriller']
The British military recruits a small group of highly-skilled soldiers to strike against Nazi forces behind enemy lines during World War II.,['Drama'|'War']
"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were.",['Drama'|'Sci-Fi'|'Thriller']
The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,['Biography'|'Drama'|'Music']
"The lives of several Miami denizens, from ad agents to gunrunners to street thugs to law enforcement to school-children, intersect with humorous and dangerous results.",['Comedy'|'Crime'|'Thriller']
"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",['Drama'|'Thriller']
"When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.",['Action'|'Mystery'|'Thriller']
A recently engaged man sees a former lover and becomes obsessed with meeting her again.,['Drama'|'Mystery'|'Romance']
"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",['Comedy'|'Family']
"A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines.",['Comedy'|'Drama'|'Romance']
Seven close friends reunite for the wedding of two of their friends. Problems arise because the bride and the maid of honor have had a long rivalry over the groom.,['Comedy'|'Drama'|'Romance']
"After completing his military service, Walter Gulick takes a job as a sparring partner at a gym, the owner of which sees potential in Walter as a professional fighter and takes him under his wing.",['Drama'|'Musical'|'Sport']
none,['Action']
"After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.",['Comedy'|'Drama'|'Romance']
"A plane takes off from Peru (in a long no-dialogue scene) in a storm with two passengers; it lands in Panama with one. The missing man had valuable oil-location maps; everyone who is after them must deal with Dan Hammer, combination private eye, agent, and con man, who can ""fix"" ... Read all",['Adventure'|'Comedy'|'Drama']
"A group of women wanting to enrich their lives, sign up to a class teaching striptease.",['Drama'|'Romance']
"Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.",['Action'|'Sci-Fi'|'Horror']
"An army deserter turned bandit robs from thieves to give the money to the poor. He was famous for being caught by the police ""with his pants down"".",['Action'|'Adventure'|'Drama']
"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",['Biography'|'Crime'|'Drama']
The film will highlight the rampant use of an illegal backdoor route called 'Donkey Flight' by Indians to immigrate to countries like Canada and USA.,['Drama']
"A car-jacked mother, and entrepreneur is forced to bond with her violent assailant in order to escape.",['Thriller']
"Cal (John Lynch), a young man on the fringes of the I. R. A., falls in love with Marcella (Dame Helen Mirren), a Catholic woman whose husband, a Protestant policeman, was killed one year earlier by the I. R. A.",['Drama'|'Thriller'|'Romance']
"After status-obsessed teen Sara has sex for the first time, she wakes up the next day nine months pregnant-with an alien.",['Comedy'|'Horror'|'Sci-Fi']
"Based on the best-selling novel by David Guterson When retired heart surgeon Ben Givens learns that he has terminal cancer, he takes his beloved dog back to his boyhood home in Eastern Washington, determined to end his life on his own terms. Ben's journey, though, takes an unexpe... Read all",['Action'|'Drama']
"A series of murders is happening in the city. With the police failing to solve the case, a team of CBI Officers under CBI officer Sethurama Iyer take up the investigation to resolve the mystery.",['Crime'|'Mystery'|'Thriller']
"In 1759, in Pennsylvania's Allegheny Valley, local settlers and Indian fighters try to persuade the British authorities to ban the trading of alcohol and arms with the marauding Indians.",['Adventure'|'History'|'War']
The comedy team takes a look at life in all of its stages in their own uniquely silly way.,['Comedy'|'Musical']
Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,['Adventure'|'Drama']
"Anand lives a wealthy lifestyle in Bombay in a palatial house, and runs a business 'Export India'. While shopping at Roopsagar Clothing Store, he meets one of the Sales Clerks', Sharda, and falls in love with her. Shortly thereafter he proposes to her, she accepts, and both marry... Read all",['Crime'|'Horror'|'Mystery']
"Bitter about being double-crossed by the women he loved, (and with the police after him to boot), Bill vows to seduce the next woman he sees, then throw her away. His brother Dennis, meanwhile, is equally determined to track down their long lost father, a revolutionary who has be... Read all",['Crime'|'Drama'|'Romance']
"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.",['Drama'|'Romance'|'Thriller']
The elderly residents of a small remote town panic after the Environmental Protection Agency announces that the government mandated changes to their water supply needed for their chemical plant could create a bi-product that would dramatically increase their sexual libido. The sh... Read all,['Comedy']
"Shortly after a number of mysterious and vicious murders, a retro Virus is unleashed that uniquely infects the youth of a highly populated city. Groups of children become infected, deadlocked and highly contagious; resulting in an epidemic. The uninfected attempt to Escape the ci... Read all",['Action'|'Fantasy']
"In his search for the Lightbringer, Dracula crosses paths with a beautiful crusader named Alina who bears a remarkable resemblance to his murdered bride. One look at her and Dracula is immediately smitten. Could Alina be the reincarnation of his long-dead love? Dracula has Alina ... Read all",['Action'|'Fantasy']
"A black police officer is pushed to the edge, taking out his frustrations on the privileged community he's sworn to protect.",['Crime'|'Drama']
"In 2008, six friends from NY decide to vacation together in Italy, they think they are in for a smooth and easy two weeks full of beers, partying, and fun. Their vacation soon turns sinister when strange thing starts to happen and more than that when they learn of the mansions de... Read all",['Fantasy'|'Horror'|'Mystery']
"Beans decides that the only way to grasp the American Dream is to take it. State Property follows Beans and his crew, as they take over the city creating mayhem as their empire builds.",['Drama'|'Crime'|'Action']
Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,['Action'|'Crime'|'Drama']
"After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters it belongs to are in pursuit.",['Comedy'|'Crime'|'Family']
"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",['Drama'|'Family'|'Sport']
Frolicking youth comedy about zany high school students set in the 1960s.,['Comedy']
